wavelength spec_sum spec_optimal
5858.9 64.7971 60.9242
5861.77 68.4396 63.3665
5864.63 64.4981 59.7885
5867.5 59.273 55.9225
5870.37 62.3179 57.6686
5873.24 62.1338 57.1693
5876.1 63.8124 60.2273
5878.97 59.8541 55.1995
5881.84 65.1428 59.8298
5884.7 63.2866 57.9529
5887.57 68.9755 63.4371
5890.44 64.5946 59.6765
5893.3 59.3862 56.0626
5896.17 65.0082 61.2802
5899.04 58.5559 55.7603
5901.9 58.6189 55.9282
5904.77 60.5471 56.2899
5907.63 60.481 57.2046
5910.5 61.3812 58.8527
5913.37 60.1547 56.9913
5916.23 62.9622 59.3599
5919.1 64.035 60.3852
5921.96 65.8693 61.9981
5924.83 66.7834 63.1596
5927.69 64.8645 60.9641
5930.56 64.2673 62.0185
5933.42 61.7623 58.8393
5936.29 60.1696 57.1027
5939.15 62.871 59.1667
5942.02 61.0872 58.0322
5944.88 59.9056 56.9757
5947.74 62.8965 59.5433
5950.61 64.2161 60.8487
5953.47 60.7036 57.1224
5956.34 62.0864 58.3754
5959.2 63.5124 59.4008
5962.06 63.9385 61.2781
5964.93 64.8573 61.6032
5967.79 63.1292 59.7863
5970.65 61.2558 58.8637
5973.52 61.3448 57.3362
5976.38 55.5379 52.132
5979.24 52.1933 49.2601
5982.11 52.9012 50.2511
5984.97 57.3274 54.3807
5987.83 56.2339 52.4807
5990.69 58.2598 55.2431
5993.56 56.5655 53.6129
5996.42 59.5372 56.8075
5999.28 61.4154 57.6091
6002.14 63.9006 61.4483
6005 62.5544 59.2333
6007.86 61.4588 58.5698
6010.73 56.9603 55.5196
6013.59 61.1827 59.1488
6016.45 62.1044 60.7702
6019.31 61.9682 60.2257
6022.17 62.8975 62.1395
6025.03 59.2847 58.5713
6027.89 62.9863 61.7202
6030.75 60.2836 59.4384
6033.61 60.9056 59.0575
6036.47 60.1926 59.3462
6039.33 60.9907 59.4182
6042.2 61.2155 59.4762
6045.06 58.8603 58.041
6047.92 62.3875 60.584
6050.77 61.5384 60.507
6053.63 64.8098 64.2212
6056.49 62.3887 60.6171
6059.35 58.8311 58.1129
6062.21 57.8021 57.2169
6065.07 59.6105 58.4219
6067.93 62.814 60.6041
6070.79 61.4532 59.0076
6073.65 63.0609 62.2816
6076.51 60.3881 59.5226
6079.37 62.5458 61.7417
6082.22 61.5215 60.6696
6085.08 59.642 58.6856
6087.94 59.3867 58.3758
6090.8 63.3048 62.5524
